site,year,month,day,T2M_MAX,T2M_MIN,PRECTOTCORR
Rome,2006,7,26,34.2,24.51,1.44
Rome,2006,7,27,35.76,22.53,0.1
Rome,2006,7,28,35.01,23.44,0.01
Rome,2006,7,29,32.46,22.71,1.96
Rome,2006,7,30,34.81,22.44,0.44
Rome,2006,7,31,36.31,22.02,0
Rome,2006,8,1,32.94,23,0.06
Rome,2006,8,2,31.87,22.5,0.1
Rome,2006,8,3,30.17,21.3,1.16
Rome,2006,8,4,30.15,20.02,0.55
Rome,2006,8,5,31.5,17.33,0.05
Rome,2006,8,6,27.62,18.23,0.93
Rome,2006,8,7,29.1,17.71,0.37
Rome,2006,8,8,28.87,18.74,11.11
Rome,2006,8,9,24.37,18.56,4.27
Rome,2006,8,10,29.79,17.33,1.22
Rome,2006,8,11,27.28,17.94,0.84
Rome,2006,8,12,26.95,18.9,0.58
Rome,2006,8,13,25.23,17.32,2.04
Rome,2006,8,14,27.05,16.69,0
Rome,2006,8,15,28.6,17.11,0
Rome,2006,8,16,29.93,18.57,0.05
Rome,2006,8,17,31.07,20.3,0.34
Rome,2006,8,18,32.8,21.73,4.03
Rome,2006,8,19,34.76,22.4,0.03
Rome,2006,8,20,36.26,23.55,0.17
Rome,2006,8,21,32.06,20.61,0.48
Rome,2006,8,22,30.38,18.12,0
Rome,2006,8,23,29.84,18.43,0.01
Rome,2006,8,24,29.12,18.73,0.03
Rome,2006,8,25,27.24,18.73,3.63
Rome,2006,8,26,26.87,17.08,0.74
Rome,2006,8,27,26.3,17.14,1.52
Rome,2006,8,28,28.95,16.63,0
Rome,2006,8,29,26.84,18.22,0.01
Rome,2006,8,30,27.69,15.05,0.81
Rome,2006,8,31,29.01,12.62,0
Rome,2006,9,1,29.05,14.33,0
Rome,2006,9,2,29.98,15.24,0
Rome,2006,9,3,30.73,16.36,0
Rome,2006,9,4,31.05,17.91,0
Rome,2006,9,5,33.34,17.97,0.01
Rome,2006,9,6,34.69,20.08,0
Rome,2006,9,7,31.01,22.09,0.01
Rome,2006,9,8,32.33,20.18,1.25
Rome,2006,9,9,29.64,20.83,0.55
Rome,2006,9,10,30.4,18.91,0
Rome,2006,9,11,30.03,19.03,0.34
Rome,2006,9,12,28.26,19.76,0.01
Rome,2006,9,13,28.68,18.67,0.73
Rome,2006,9,14,23.97,18.33,22.22
Rome,2006,9,15,27.19,20.44,12.01
Rome,2006,9,16,20.05,16.76,11.95
Rome,2006,9,17,21.08,16.58,16.96
Rome,2006,9,18,25.01,15.75,1.06
Rome,2006,9,19,26.7,15.48,0.15
Rome,2006,9,20,28.62,15.87,1.17
Rome,2006,9,21,28.32,16.8,0.04
Rome,2006,9,22,27.75,16.59,0.02
Rome,2006,9,23,29.11,16.12,0
Rome,2006,9,24,27.51,15.72,0
Rome,2006,9,25,22.85,16.26,36.72
Rome,2006,9,26,21.65,15.93,9.6
Rome,2006,9,27,26.76,15.15,0.23
Rome,2006,9,28,26.9,13.76,0
Rome,2006,9,29,25.37,15.7,0.04
Rome,2006,9,30,25.94,15.98,0
Rome,2006,10,1,25.72,15.94,0.01
Rome,2006,10,2,26.1,16.22,0.03
Rome,2006,10,3,25.8,15.82,0.69
Rome,2006,10,4,23.34,15.58,0.78
Rome,2006,10,5,22.44,15.34,0.07
Rome,2006,10,6,25.12,12.88,0
Rome,2006,10,7,22.53,13,0.51
Rome,2006,10,8,24.37,12.57,0.2
Rome,2006,10,9,24.93,10.94,0.14
Rome,2006,10,10,25.37,12.05,0
Rome,2006,10,11,24.36,12.43,0
Rome,2006,10,12,24.6,13.17,0.01
Rome,2006,10,13,25,14.75,0
Rome,2006,10,14,23.58,13.51,0.01
Rome,2006,10,15,24.47,13.06,0.09
Rome,2006,10,16,23.55,10.07,0
Rome,2006,10,17,21.46,9.66,0
Rome,2006,10,18,20.71,10.65,0
Rome,2006,10,19,16.62,9.37,9.3
Rome,2006,10,20,19.62,14.08,6.97
Rome,2006,10,21,21.37,13.4,3.67
Rome,2006,10,22,21.27,14.96,1.84
Rome,2006,10,23,24,14.3,0.02
Rome,2006,10,24,23.27,14.97,0.01
Rome,2006,10,25,24.62,14.41,0
Rome,2006,10,26,26.75,14.39,0.05
Rome,2006,10,27,28.8,17.58,0
Rome,2006,10,28,26.65,16.46,0
Rome,2006,10,29,24.58,15.37,0.03
Rome,2006,10,30,22.87,10.41,0.05
Rome,2006,10,31,20.66,7.32,0
Rome,2006,11,1,20.31,12.56,8.24
Rome,2006,11,2,17.45,5.76,0.16
Rome,2006,11,3,13.44,1.19,0
Rome,2006,11,4,13.5,1.73,0.31
Rome,2006,11,5,15.36,4.98,0.01
Rome,2006,11,6,17.69,6.05,0.02
Rome,2006,11,7,19.12,7.78,0
Rome,2006,11,8,18.68,9.57,0.03
Rome,2006,11,9,19.17,10.68,0.04
Rome,2006,11,10,20.16,7.38,0.12
Rome,2006,11,11,16.65,4.99,0.01
Rome,2006,11,12,16.33,9.8,8.19
Rome,2006,11,13,18.21,7.28,0.05
Rome,2006,11,14,18.51,7.21,0
Rome,2006,11,15,18.78,8.06,0.02
Rome,2006,11,16,18.76,9.55,0.8
Rome,2006,11,17,19.29,12.23,0.84
Rome,2006,11,18,19.04,11.8,1.38
Rome,2006,11,19,19.62,9.62,0.02
Rome,2006,11,20,17.16,10.9,0.85
Rome,2006,11,21,15.98,10.55,3.77
Rome,2006,11,22,14.23,6.21,15.9
Rome,2006,11,23,16.21,4.92,0.23
Rome,2006,11,24,17.68,7.22,0.09
Rome,2006,11,25,18.57,9.88,0.01
Rome,2006,11,26,19.99,8.39,0.03
Rome,2006,11,27,18.87,9.26,0.06
Rome,2006,11,28,18.33,7.58,0.02
Rome,2006,11,29,18.48,8.47,0.02
Rome,2006,11,30,17.65,6.44,0.02
Rome,2006,12,1,16.43,8.51,0.01
Rome,2006,12,2,15.12,5.4,0.01
Rome,2006,12,3,15.39,8.26,0.12
Rome,2006,12,4,16.42,10.01,0.47
Rome,2006,12,5,18.44,10.48,0.06
Rome,2006,12,6,17.67,10.25,0.23
Rome,2006,12,7,17.04,9.96,2.39
Rome,2006,12,8,16.76,9.6,1.7
Rome,2006,12,9,14.71,9.44,21.39
Rome,2006,12,10,13.95,8.16,3.48
Rome,2006,12,11,13.48,4.51,0.44
Rome,2006,12,12,13.17,1.43,0
Rome,2006,12,13,13.17,3.68,0
Rome,2006,12,14,14.09,2.48,0.02
Rome,2006,12,15,17.86,9.38,0
Rome,2006,12,16,15.44,8.4,0.99
Rome,2006,12,17,14.29,10.08,3.17
Rome,2006,12,18,15.52,9.37,7.19
Rome,2006,12,19,13.72,5.3,1.67
Rome,2006,12,20,13.05,3.28,0.22
Rome,2006,12,21,11.18,2.26,0.19
Rome,2006,12,22,13.36,4.4,0.01
Rome,2006,12,23,13.08,2.63,0.01
Rome,2006,12,24,15.38,2.48,0.06
Rome,2006,12,25,14.4,1.26,0.03
Rome,2006,12,26,13.06,1.89,0
Rome,2006,12,27,12.91,3.55,0
Rome,2006,12,28,12.27,5.28,0
Rome,2006,12,29,12.8,4.07,0.02
Rome,2006,12,30,13.66,5.04,0.06
Rome,2006,12,31,13.9,5.35,0.04
Rome,2007,1,1,14.24,7.88,0.45
Rome,2007,1,2,13.97,3.74,1.55
Rome,2007,1,3,11.66,1.12,0.03
Rome,2007,1,4,11.75,2.26,2.08
Rome,2007,1,5,15.14,4.7,1.39
Rome,2007,1,6,13.51,4.65,0
Rome,2007,1,7,13.35,6.9,0.61
Rome,2007,1,8,13.5,8.14,4.02
Rome,2007,1,9,15.53,5.17,0.14
Rome,2007,1,10,15.48,6.36,0.01
Rome,2007,1,11,13.64,8.08,0.03
Rome,2007,1,12,16.53,7.35,0
Rome,2007,1,13,16.22,6.45,0
Rome,2007,1,14,15.19,7.9,0.01
Rome,2007,1,15,15.6,7.27,0
Rome,2007,1,16,13.5,5.48,0.33
Rome,2007,1,17,14.67,9.3,4.68
Rome,2007,1,18,14.05,7.81,0.35
Rome,2007,1,19,16.92,9.55,0
Rome,2007,1,20,17.12,8.79,0.01
Rome,2007,1,21,15.8,8.82,0
Rome,2007,1,22,16.23,8.55,0.06
Rome,2007,1,23,14.51,7.93,7.21
Rome,2007,1,24,9.35,5.83,12.18
Rome,2007,1,25,9.32,4.3,2.05
Rome,2007,1,26,7.84,2.18,6.54
Rome,2007,1,27,9.78,0.85,0.32
Rome,2007,1,28,11.98,-0.31,0.01
Rome,2007,1,29,12.07,4.09,0
Rome,2007,1,30,13.66,3.45,0
Rome,2007,1,31,13.88,4.86,0.02
Rome,2007,2,1,15.23,6.35,0.27
Rome,2007,2,2,15.49,4.08,0
Rome,2007,2,3,14.86,4.05,0
Rome,2007,2,4,12.4,1.83,0
Rome,2007,2,5,12.68,1.82,0
Rome,2007,2,6,11.28,1.93,2.29
Rome,2007,2,7,13.52,7.46,4.77
Rome,2007,2,8,13.85,6.75,2.31
Rome,2007,2,9,11.04,8.41,24.45
Rome,2007,2,10,12.72,7.55,13.94
Rome,2007,2,11,15.15,6.27,0.14
Rome,2007,2,12,12.97,5.58,8.29
Rome,2007,2,13,16.03,6.12,1.54
Rome,2007,2,14,15.33,4.98,0.01
Rome,2007,2,15,13.81,6.69,8.95
Rome,2007,2,16,17.49,4.06,0
Rome,2007,2,17,13.5,2.1,0
Rome,2007,2,18,11.31,4.94,9.46
Rome,2007,2,19,13.55,7.97,2.9
Rome,2007,2,20,17.23,5.97,3.46
Rome,2007,2,21,14.34,8.22,4.48
Rome,2007,2,22,14.87,5.7,0.58
Rome,2007,2,23,16.13,7.65,0.01
Rome,2007,2,24,15.3,7.87,0.08
Rome,2007,2,25,13.69,7.64,3.13
Rome,2007,2,26,14.67,6.39,6.91
Rome,2007,2,27,16.87,4.01,0.01
Rome,2007,2,28,14.94,5.81,0
Rome,2007,3,1,15.74,8.94,0
Rome,2007,3,2,16.37,8.55,0
Rome,2007,3,3,16.91,8.57,0
Rome,2007,3,4,20.94,9.12,0
Rome,2007,3,5,18.92,8.12,0
Rome,2007,3,6,18.62,8.1,0.54
Rome,2007,3,7,13.12,8.05,9.9
Rome,2007,3,8,17.82,6.87,0.75
Rome,2007,3,9,18.26,6.75,0.03
Rome,2007,3,10,16.65,5.72,0.25
Rome,2007,3,11,16.37,7.48,0.12
Rome,2007,3,12,18.52,6.33,0
Rome,2007,3,13,18.76,7.9,0
Rome,2007,3,14,19.28,6.05,0
Rome,2007,3,15,20.14,9.14,0
Rome,2007,3,16,19.91,7.88,0
Rome,2007,3,17,18.8,6.68,0.01
Rome,2007,3,18,16.73,7.51,0.2
Rome,2007,3,19,14.15,7.58,14.59
Rome,2007,3,20,9.42,4.77,7.46
Rome,2007,3,21,9.17,4.04,8.78
Rome,2007,3,22,11.76,2.76,1.07
Rome,2007,3,23,14.01,1.26,0.1
Rome,2007,3,24,11.23,5.44,4
Rome,2007,3,25,11.47,5.39,12.51
Rome,2007,3,26,13.58,4.34,6.15
Rome,2007,3,27,14.17,5.48,3.13
Rome,2007,3,28,15,4.16,0.72
Rome,2007,3,29,15.61,7.46,1.06
Rome,2007,3,30,15.42,8.77,1.26
Rome,2007,3,31,17.22,6.6,0.14
Rome,2007,4,1,17.24,6.4,0
Rome,2007,4,2,20.63,7.83,0
Rome,2007,4,3,15.73,9.06,7.61
Rome,2007,4,4,15.15,8.74,5.42
Rome,2007,4,5,19.58,7.6,0.09
Rome,2007,4,6,18.82,8.52,0
Rome,2007,4,7,19.25,9.25,0.05
Rome,2007,4,8,19.7,7.91,0.15
Rome,2007,4,9,20.85,8.48,0
Rome,2007,4,10,21.15,9.29,0
Rome,2007,4,11,22.05,10.25,0
Rome,2007,4,12,24.41,11.68,0
Rome,2007,4,13,23.61,12.64,0
Rome,2007,4,14,17.31,12.92,0.59
Rome,2007,4,15,23.21,11.39,0.34
Rome,2007,4,16,25.39,12.43,0.54
Rome,2007,4,17,22.56,9.82,0.12
Rome,2007,4,18,21.35,10.29,0.01
Rome,2007,4,19,23.51,9.87,0.01
Rome,2007,4,20,24.38,12.8,0.12
Rome,2007,4,21,26.39,14.08,0
Rome,2007,4,22,25.83,12.94,0.02
Rome,2007,4,23,25.06,14.53,0
Rome,2007,4,24,26.19,14.23,0.21
Rome,2007,4,25,25.36,14.48,0.2
Rome,2007,4,26,22.79,11.98,1.14
Rome,2007,4,27,23.77,10.07,0.34
Rome,2007,4,28,22.51,11.18,1.05
Rome,2007,4,29,22.74,12.49,0.1
Rome,2007,4,30,18.02,11.8,3.6
Rome,2007,5,1,21,11.76,1.18
Rome,2007,5,2,19.58,12.53,4.15
Rome,2007,5,3,18.37,11.32,9.45
Rome,2007,5,4,18.76,13.19,15.32
Rome,2007,5,5,20.13,12.37,2.88
Rome,2007,5,6,20.07,12.3,2.26
Rome,2007,5,7,22.22,11.38,1.94
Rome,2007,5,8,25.86,10.69,0.01
Rome,2007,5,9,23.71,12.56,0.01
Rome,2007,5,10,25.55,13.41,0
Rome,2007,5,11,24.7,14.2,0
Rome,2007,5,12,25.05,13,0.05
Rome,2007,5,13,26.79,15.89,0
Rome,2007,5,14,27.71,15.73,0.01
Rome,2007,5,15,21.69,13.2,0
Rome,2007,5,16,21.33,12.23,0.35
Rome,2007,5,17,22.58,12.55,0.13
Rome,2007,5,18,22.76,11.71,0.29
Rome,2007,5,19,25.05,9.47,0
Rome,2007,5,20,26.01,10.65,0
Rome,2007,5,21,26.91,14.29,0
Rome,2007,5,22,29.96,14.51,0.07
Rome,2007,5,23,31.44,16.95,1
Rome,2007,5,24,31.3,17.72,0.31
Rome,2007,5,25,30.19,18.33,0
Rome,2007,5,26,26.87,18.08,0.08
Rome,2007,5,27,25.54,16.73,0.75
Rome,2007,5,28,21.91,14.23,11.24
Rome,2007,5,29,16.66,12.26,7.9
Rome,2007,5,30,22.38,10.58,2.18
Rome,2007,5,31,22.57,11.55,0.02
Rome,2007,6,1,21.64,13.4,1.01
Rome,2007,6,2,21.37,12.69,0.64
Rome,2007,6,3,19.9,13.79,8.88
Rome,2007,6,4,25.61,12.71,0.72
Rome,2007,6,5,27.32,14.77,1.04
Rome,2007,6,6,22.88,15.77,6.69
Rome,2007,6,7,25.94,13.45,0.28
Rome,2007,6,8,25.8,15.9,0.82
Rome,2007,6,9,28.5,15.36,0.12
Rome,2007,6,10,28.06,16.74,0.21
Rome,2007,6,11,28.69,17.8,0.02
Rome,2007,6,12,25.42,16.38,0.03
Rome,2007,6,13,27.55,15.87,0
Rome,2007,6,14,30.15,18.16,0
Rome,2007,6,15,28.08,18.53,0
Rome,2007,6,16,28.55,18.42,0.6
Rome,2007,6,17,28.91,18.73,0
Rome,2007,6,18,31.31,18.01,0
Rome,2007,6,19,32.49,19.98,0
Rome,2007,6,20,33.17,20.82,0
Rome,2007,6,21,31.39,19.43,0
Rome,2007,6,22,31.36,20.15,0
Rome,2007,6,23,30.45,19.57,0
Rome,2007,6,24,31.5,18.56,0.01
Rome,2007,6,25,34.23,22.01,0
Rome,2007,6,26,31.12,18.38,0
Rome,2007,6,27,27.14,16.01,0
Rome,2007,6,28,27.41,16.84,0
Rome,2007,6,29,28.32,15.65,0
Rome,2007,6,30,31.22,17.07,0.01
Rome,2007,7,1,30.58,18.69,0
Rome,2007,7,2,29.75,18.37,0.05
Rome,2007,7,3,28.87,19.19,0
Rome,2007,7,4,27.44,17.66,0
Rome,2007,7,5,28.51,15.11,0
Rome,2007,7,6,29.61,17.18,0
Rome,2007,7,7,29.8,16.63,0
Rome,2007,7,8,31.53,17.7,0
Rome,2007,7,9,31.29,19.71,0
Rome,2007,7,10,27.65,18.56,0.08
Rome,2007,7,11,27.69,16.93,0.1
Rome,2007,7,12,29.88,14.48,0.01
Rome,2007,7,13,31.3,16.67,0
Rome,2007,7,14,33.69,18.51,0
Rome,2007,7,15,35.32,20.21,0
Rome,2007,7,16,35.23,22.9,0
Rome,2007,7,17,36.05,23.16,0.02
Rome,2007,7,18,36.66,24.91,0
Rome,2007,7,19,37.15,25.05,0
Rome,2007,7,20,36.29,24.23,0
Rome,2007,7,21,35.39,23.3,0
Rome,2007,7,22,34.34,22.41,0
Rome,2007,7,23,35.15,22.8,0
Rome,2007,7,24,35.08,22.69,0
Rome,2007,7,25,34.41,20.52,0
Rome,2007,7,26,34.15,20.91,0
Rome,2007,7,27,35.42,21.81,0
Rome,2007,7,28,35.8,22.41,0
Rome,2007,7,29,34.98,22.21,0
Rome,2007,7,30,31.72,20.73,0
Rome,2007,7,31,31.58,20.72,0.07
Rome,2007,8,1,32.9,18.78,0
Rome,2007,8,2,33.08,19.82,0
Rome,2007,8,3,30.22,20.57,0.02
Rome,2007,8,4,33.07,19.99,0
Rome,2007,8,5,31.44,18.9,0
Rome,2007,8,6,32.62,16.87,0
Rome,2007,8,7,31.85,19.31,0
Rome,2007,8,8,30.39,19.12,0.21
Rome,2007,8,9,27.41,18.87,0.52
Rome,2007,8,10,23.17,16.8,10.73
Rome,2007,8,11,26.96,15.89,0.17
Rome,2007,8,12,28.71,17.5,0.01
Rome,2007,8,13,27.44,17.89,0.3
Rome,2007,8,14,31.38,18.8,0.02
Rome,2007,8,15,33.78,19.79,0.02
Rome,2007,8,16,33.21,21.29,0
Rome,2007,8,17,31.92,20.94,0
Rome,2007,8,18,29.46,19.68,0
Rome,2007,8,19,30.08,18.62,0
Rome,2007,8,20,27.16,17.84,0.08
Rome,2007,8,21,28.8,17.61,0.46
Rome,2007,8,22,33.22,19.48,1.56
Rome,2007,8,23,31.33,22.63,1.18
Rome,2007,8,24,32.65,22.19,0
Rome,2007,8,25,39.85,26.48,0
Rome,2007,8,26,38.51,23.94,0
Rome,2007,8,27,34.69,21.85,0
Rome,2007,8,28,35.07,21.76,0
Rome,2007,8,29,34.58,21.08,0
Rome,2007,8,30,33.67,23.3,0.09
Rome,2007,8,31,29.53,20.07,0.73
Rome,2007,9,1,30.8,18.6,0.04
Rome,2007,9,2,30.58,18.78,0
Rome,2007,9,3,30.43,17.32,0
Rome,2007,9,4,24.32,14.3,0.84
Rome,2007,9,5,23.51,12.87,0.26
Rome,2007,9,6,22.41,11.22,1.5
Rome,2007,9,7,27.15,11.02,0.09
Rome,2007,9,8,28.2,13.38,0
Rome,2007,9,9,27.08,14.98,0.13
Rome,2007,9,10,25.87,16.92,7.4
Rome,2007,9,11,26.64,17.05,0.1
Rome,2007,9,12,28.74,17.73,0
Rome,2007,9,13,26.99,14.64,0
Rome,2007,9,14,25.83,16.12,0
Rome,2007,9,15,30.02,16.55,0
Rome,2007,9,16,28.08,18.67,0.03
Rome,2007,9,17,27.14,18.55,0.15
Rome,2007,9,18,26.82,19.24,2.39
Rome,2007,9,19,26.5,16.8,0.06
Rome,2007,9,20,27.44,14.65,0
Rome,2007,9,21,26.79,12.3,0
Rome,2007,9,22,26.26,13.07,0
Rome,2007,9,23,27.69,15.12,0
Rome,2007,9,24,25.83,17.09,0.01
Rome,2007,9,25,26.15,16.97,0.03
Rome,2007,9,26,23.85,14.61,1.45
Rome,2007,9,27,19.91,13.59,10.59
Rome,2007,9,28,20.33,13.57,1.3
Rome,2007,9,29,22.73,12.65,0.69
Rome,2007,9,30,27.94,12.99,0
Rome,2007,10,1,28.54,16.2,0
Rome,2007,10,2,29.1,15.51,0
Rome,2007,10,3,28.99,15.81,0.01
Rome,2007,10,4,28.61,17.31,0.01
Rome,2007,10,5,25.83,18.23,0.1
Rome,2007,10,6,22.81,17.42,5.33
Rome,2007,10,7,25.01,15.19,1.33
Rome,2007,10,8,26.04,13.27,0
Rome,2007,10,9,23.3,14.55,0.05
Rome,2007,10,10,17.9,15.03,8.35
Rome,2007,10,11,23.24,13.9,0.7
Rome,2007,10,12,21.96,13.89,0.02
Rome,2007,10,13,24.55,12.55,0.01
Rome,2007,10,14,23.23,8.93,0
Rome,2007,10,15,21.99,8.04,0
Rome,2007,10,16,22.65,9.5,0
Rome,2007,10,17,23.89,12.3,0.02
Rome,2007,10,18,18.76,14.65,1.78
Rome,2007,10,19,19.21,8.56,0.03
Rome,2007,10,20,15.84,7.36,0.02
Rome,2007,10,21,10.8,6.82,0.12
Rome,2007,10,22,10.84,6.02,0.63
Rome,2007,10,23,17.59,4.55,0.03
Rome,2007,10,24,16.53,9.93,0.73
Rome,2007,10,25,18.15,9.79,7.97
Rome,2007,10,26,21.33,15.63,4.65
Rome,2007,10,27,25.66,12.99,0
Rome,2007,10,28,23.05,12.23,0
Rome,2007,10,29,22.87,11.06,0.32
Rome,2007,10,30,18.15,13.9,16.45
Rome,2007,10,31,19.62,13.27,6.98
Rome,2007,11,1,14.07,11.6,3.82
Rome,2007,11,2,20.36,9.57,0.01
Rome,2007,11,3,20.25,7.98,0
Rome,2007,11,4,20.07,9.13,0
Rome,2007,11,5,20.09,7.23,0
Rome,2007,11,6,17.52,5.08,0.03
Rome,2007,11,7,17.99,5.69,0.01
Rome,2007,11,8,17.68,7.25,0
Rome,2007,11,9,16.85,7.32,1.65
Rome,2007,11,10,14.63,1.65,0.4
Rome,2007,11,11,16.33,8.9,0.45
Rome,2007,11,12,17.78,7.12,0.06
Rome,2007,11,13,15.58,5.9,0.02
Rome,2007,11,14,12.06,4.11,9.34
Rome,2007,11,15,13.46,3.33,0.8
Rome,2007,11,16,9.81,4.82,7.33
Rome,2007,11,17,9.31,1.33,0.45
Rome,2007,11,18,10.91,1.12,0.01
Rome,2007,11,19,12.97,1.52,0
Rome,2007,11,20,13.65,2.69,0
Rome,2007,11,21,15.01,4.55,0
Rome,2007,11,22,17.9,8.74,0.01
Rome,2007,11,23,18.02,12.6,0.1
Rome,2007,11,24,17.73,10.42,5.23
Rome,2007,11,25,17.85,8.77,1.38
Rome,2007,11,26,19.01,8.78,0.01
Rome,2007,11,27,18.45,8.73,0.04
Rome,2007,11,28,17.44,7.82,0.58
Rome,2007,11,29,11.18,6.77,3.64
Rome,2007,11,30,14.75,7.37,1.77
Rome,2007,12,1,14.48,6.04,0.07
Rome,2007,12,2,14.25,8.51,0.68
Rome,2007,12,3,13.84,7.8,1.96
Rome,2007,12,4,15.24,3.22,0.18
Rome,2007,12,5,13.86,1.95,0
Rome,2007,12,6,13.96,3.64,0
Rome,2007,12,7,12.69,5.19,1.31
Rome,2007,12,8,12.07,6.24,3.21
Rome,2007,12,9,11.81,3.86,7.67
Rome,2007,12,10,12.68,7.67,2.59
Rome,2007,12,11,10.25,5.8,0.65
Rome,2007,12,12,12.69,3.87,0.1
Rome,2007,12,13,12.65,2.63,0.18
Rome,2007,12,14,8.47,-0.27,0.03
Rome,2007,12,15,4.24,-1.57,0.13
Rome,2007,12,16,7.66,-2.16,0.57
Rome,2007,12,17,7.97,3.39,0.26
Rome,2007,12,18,10.08,1.69,0.51
Rome,2007,12,19,12.26,0.96,0.01
Rome,2007,12,20,11.29,1.65,0
Rome,2007,12,21,12.53,1.05,0
Rome,2007,12,22,12.92,3.28,0.19
Rome,2007,12,23,11.96,6.7,2.09
Rome,2007,12,24,13.76,6.94,0.12
Rome,2007,12,25,14.26,5.01,0.63
Rome,2007,12,26,11.33,2.79,3.46
Rome,2007,12,27,12.64,2.12,0.03
Rome,2007,12,28,11.61,0.22,0.01
Rome,2007,12,29,10.58,2.01,0
Rome,2007,12,30,12.45,3.82,0.52
Rome,2007,12,31,12.8,2.28,0.21
Rome,2008,1,1,9.65,0.15,0
Rome,2008,1,2,8.69,-1.38,0.01
Rome,2008,1,3,8.68,3.74,0.37
Rome,2008,1,4,13.32,4.1,0.5
Rome,2008,1,5,12.78,7.42,8.82
Rome,2008,1,6,11.48,7.79,4.38
Rome,2008,1,7,14.91,9.66,0.22
Rome,2008,1,8,16.73,8.83,0.05
Rome,2008,1,9,13.93,7.53,0.21
Rome,2008,1,10,13.27,8.09,1.12
Rome,2008,1,11,12.89,8.49,3.44
Rome,2008,1,12,12.65,7.64,15.29
Rome,2008,1,13,8.11,4.42,5.38
Rome,2008,1,14,11.55,2.72,0.02
Rome,2008,1,15,9.92,2.75,5.48
Rome,2008,1,16,12.14,7.7,11.13
Rome,2008,1,17,12.32,8.37,7.8
Rome,2008,1,18,13.49,6.33,0.02
Rome,2008,1,19,15.51,4.55,0
Rome,2008,1,20,15,6.46,0.01
Rome,2008,1,21,11.85,5.58,0.1
Rome,2008,1,22,11.98,6.34,0.5
Rome,2008,1,23,10.04,0.66,0.07
Rome,2008,1,24,12.73,-0.39,0
Rome,2008,1,25,14.69,2.15,0.42
Rome,2008,1,26,14.94,2.33,1.01
Rome,2008,1,27,11.33,4.58,0.01
Rome,2008,1,28,18.01,3.87,0
Rome,2008,1,29,14.83,5.77,0
Rome,2008,1,30,13.69,4.34,0.01
Rome,2008,1,31,11.27,6.24,0.19
Rome,2008,2,1,12.08,5.54,0.34
Rome,2008,2,2,12.9,6.54,2.53
Rome,2008,2,3,12.45,6.07,11.19
Rome,2008,2,4,13.76,9.56,12.41
Rome,2008,2,5,13.11,4.94,3.69
Rome,2008,2,6,15.08,4.35,0
Rome,2008,2,7,15.53,2.94,0
Rome,2008,2,8,12.25,1.99,0
Rome,2008,2,9,14.21,1.8,0
Rome,2008,2,10,13.11,1.33,0
Rome,2008,2,11,11.12,0.98,0.06
Rome,2008,2,12,10.79,0.16,0
Rome,2008,2,13,12.51,3.52,0
Rome,2008,2,14,12.89,3.06,0
Rome,2008,2,15,12.8,2.41,0
Rome,2008,2,16,8.98,-1.65,0
Rome,2008,2,17,8.64,-3.51,0
Rome,2008,2,18,9.89,-1.16,0
Rome,2008,2,19,11.05,1.43,0
Rome,2008,2,20,11.98,0.66,0.16
Rome,2008,2,21,13.09,5.61,1.85
Rome,2008,2,22,16.37,5.38,0.05
Rome,2008,2,23,17.04,5.54,0
Rome,2008,2,24,18.69,7.05,0
Rome,2008,2,25,16.21,6,0
Rome,2008,2,26,14.69,8.22,0.02
Rome,2008,2,27,13.35,7.77,0.6
Rome,2008,2,28,16.04,8.23,0.12
Rome,2008,2,29,15.47,8.7,0.11
Rome,2008,3,1,14.14,8.74,0.23
Rome,2008,3,2,18.51,6.61,0.02
Rome,2008,3,3,16.8,7.11,0.01
Rome,2008,3,4,16.18,8.17,0
Rome,2008,3,5,9.85,5.47,4.34
Rome,2008,3,6,12.86,4.86,8.35
Rome,2008,3,7,7.55,4.66,8.5
Rome,2008,3,8,13.3,2.89,0.91
Rome,2008,3,9,13.81,3.62,1.82
Rome,2008,3,10,12.61,5.88,10.06
Rome,2008,3,11,13.83,6.01,7.65
Rome,2008,3,12,15.21,4.9,0.01
Rome,2008,3,13,19.4,6.5,0
Rome,2008,3,14,16.8,5.51,0
Rome,2008,3,15,17.91,6.65,0
Rome,2008,3,16,16.47,8.83,0
Rome,2008,3,17,16.23,7.38,0.07
Rome,2008,3,18,14.93,7.94,0.69
Rome,2008,3,19,14.33,7.18,3.79
Rome,2008,3,20,11.91,3.7,4.98
Rome,2008,3,21,12.48,0.54,2.13
Rome,2008,3,22,11.61,6.76,14.62
Rome,2008,3,23,13.37,5.35,14.28
Rome,2008,3,24,9.09,2.4,3.36
Rome,2008,3,25,13.65,1.92,2.64
Rome,2008,3,26,12.34,2.89,0.29
Rome,2008,3,27,13.27,7.09,4.89
Rome,2008,3,28,17.59,6.23,3.39
Rome,2008,3,29,18.94,8.24,0
Rome,2008,3,30,19.36,6.91,0
Rome,2008,3,31,16.41,7.65,0.01
Rome,2008,4,1,22.63,7.83,0
Rome,2008,4,2,20.08,7.49,0.09
Rome,2008,4,3,17.44,5.18,0.34
Rome,2008,4,4,14.41,5.8,1.09
Rome,2008,4,5,16.99,4.7,0.01
Rome,2008,4,6,15.33,5.14,0.03
Rome,2008,4,7,18.54,9.11,0
Rome,2008,4,8,19.52,10.02,12.62
Rome,2008,4,9,18.84,9.81,0.63
